Drug,Tissue,Model,Features,Test Accuracy,Test Balanced Accuracy,Test ROC AUC
Atezo,BLCA,LogisticRegression,cosmic1,0.7666666666666667,0.5,0.5
Atezo,BLCA,LogisticRegression,cosmic1,0.7666666666666667,0.5,0.5
Atezo,BLCA,LogisticRegression,cosmic1,0.7666666666666667,0.5,0.5
Atezo,BLCA,LogisticRegression,cosmic1,0.7666666666666667,0.5,0.5
Atezo,BLCA,LogisticRegression,cosmic1,0.7666666666666667,0.5,0.5
Atezo,BLCA,LogisticRegression,cosmic1,0.7666666666666667,0.5,0.5
Atezo,BLCA,LogisticRegression,cosmic1,0.7666666666666667,0.5,0.5
Atezo,BLCA,LogisticRegression,cosmic1,0.7666666666666667,0.5,0.5
Atezo,BLCA,LogisticRegression,cosmic1,0.7666666666666667,0.5,0.5
Atezo,BLCA,LogisticRegression,cosmic1,0.7666666666666667,0.5,0.5
Atezo,BLCA,LogisticRegression,cosmic1,0.7666666666666667,0.5,0.5
Atezo,BLCA,LogisticRegression,cosmic1,0.7666666666666667,0.5,0.5
Atezo,BLCA,LogisticRegression,cosmic1,0.7666666666666667,0.5,0.5
Atezo,BLCA,LogisticRegression,cosmic1,0.7666666666666667,0.5,0.5
Atezo,BLCA,LogisticRegression,cosmic1,0.7666666666666667,0.5,0.5
Atezo,BLCA,LogisticRegression,cosmic1,0.7666666666666667,0.5,0.5
Atezo,BLCA,LogisticRegression,cosmic1,0.7666666666666667,0.5,0.5
Atezo,BLCA,LogisticRegression,cosmic1,0.7666666666666667,0.5,0.5
Atezo,BLCA,LogisticRegression,cosmic1,0.7666666666666667,0.5,0.5
Atezo,BLCA,LogisticRegression,cosmic1,0.7666666666666667,0.5,0.5
Atezo,BLCA,LogisticRegression,cosmic1,0.7666666666666667,0.5,0.5
Atezo,BLCA,LogisticRegression,cosmic1,0.7666666666666667,0.5,0.5
Atezo,BLCA,LogisticRegression,cosmic1,0.7666666666666667,0.5,0.5
Atezo,BLCA,LogisticRegression,cosmic1,0.7666666666666667,0.5,0.5
Atezo,BLCA,LogisticRegression,cosmic1,0.7666666666666667,0.5,0.5
Atezo,BLCA,LogisticRegression,cosmic2,0.7666666666666667,0.5,0.5
Atezo,BLCA,LogisticRegression,cosmic2,0.7666666666666667,0.5,0.5
Atezo,BLCA,LogisticRegression,cosmic2,0.7666666666666667,0.5,0.5
Atezo,BLCA,LogisticRegression,cosmic2,0.7666666666666667,0.5,0.5
Atezo,BLCA,LogisticRegression,cosmic2,0.7666666666666667,0.5,0.5
Atezo,BLCA,LogisticRegression,cosmic2,0.7666666666666667,0.5,0.5
Atezo,BLCA,LogisticRegression,cosmic2,0.7666666666666667,0.5,0.5
Atezo,BLCA,LogisticRegression,cosmic2,0.7666666666666667,0.5,0.5
Atezo,BLCA,LogisticRegression,cosmic2,0.7666666666666667,0.5,0.5
Atezo,BLCA,LogisticRegression,cosmic2,0.7666666666666667,0.5,0.5
Atezo,BLCA,LogisticRegression,cosmic2,0.7666666666666667,0.5,0.5
Atezo,BLCA,LogisticRegression,cosmic2,0.7666666666666667,0.5,0.5
Atezo,BLCA,LogisticRegression,cosmic2,0.7666666666666667,0.5,0.5
Atezo,BLCA,LogisticRegression,cosmic2,0.7666666666666667,0.5,0.5
Atezo,BLCA,LogisticRegression,cosmic2,0.7666666666666667,0.5,0.5
Atezo,BLCA,LogisticRegression,cosmic2,0.7666666666666667,0.5,0.5
Atezo,BLCA,LogisticRegression,cosmic2,0.7666666666666667,0.5,0.5
Atezo,BLCA,LogisticRegression,cosmic2,0.7666666666666667,0.5,0.5
Atezo,BLCA,LogisticRegression,cosmic2,0.7666666666666667,0.5,0.5
Atezo,BLCA,LogisticRegression,cosmic2,0.7666666666666667,0.5,0.5
Atezo,BLCA,LogisticRegression,cosmic2,0.7666666666666667,0.5,0.5
Atezo,BLCA,LogisticRegression,cosmic2,0.7666666666666667,0.5,0.5
Atezo,BLCA,LogisticRegression,cosmic2,0.7666666666666667,0.5,0.5
Atezo,BLCA,LogisticRegression,cosmic2,0.7666666666666667,0.5,0.5
